GC,title,nospace,url,lat,lon,country,province/state,county,numfinds,numpages
GC2DM2F,Between a Rock and an Ocean,between-a-rock-and-an-ocean,https://www.geocaching.com/geocache/GC2DM2F_between-a-rock-and-an-ocean,N 48° 41.273,W 053° 38.977,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,94,7
GC2DMJA,Bottle Pond,bottle-pond,https://www.geocaching.com/geocache/GC2DMJA_bottle-pond,N 49° 41.621,W 055° 56.100,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2DP2E,Middle Lookout Cache,middle-lookout-cache,https://www.geocaching.com/geocache/GC2DP2E_middle-lookout-cache,N 47° 35.244,W 052° 40.413,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,42,3
GC2DW80,Good Shepherd Cache,good-shepherd-cache,https://www.geocaching.com/geocache/GC2DW80_good-shepherd-cache,N 49° 31.371,W 057° 53.006,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,266,18
GC2DXZN,Timples Rock - (Flat Rocks ),timples-rock--flat-rocks-,https://www.geocaching.com/geocache/GC2DXZN_timples-rock--flat-rocks-,N 47° 46.710,W 053° 28.624,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,51,4
GC2DY1X,Newfoundland To Quebec Link,newfoundland-to-quebec-link,https://www.geocaching.com/geocache/GC2DY1X_newfoundland-to-quebec-link,N 51° 12.267,W 056° 46.470,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2E7EW,Brook Hill Cache,brook-hill-cache,https://www.geocaching.com/geocache/GC2E7EW_brook-hill-cache,N 48° 39.038,W 053° 44.859,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,85,6
GC2E91B,Jimmy Rowe's Trail Cache,jimmy-rowes-trail-cache,https://www.geocaching.com/geocache/GC2E91B_jimmy-rowes-trail-cache,N 47° 40.874,W 053° 28.717,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,55,4
GC2E9NA,Hangin',hangin,https://www.geocaching.com/geocache/GC2E9NA_hangin,N 48° 57.050,W 054° 36.193,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,46,4
GC2EDWZ,Robinhood Bay Lookout,robinhood-bay-lookout,https://www.geocaching.com/geocache/GC2EDWZ_robinhood-bay-lookout,N 48° 21.931,W 053° 19.681,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,69,5
GC2EJXW,Newfoundland 236 X,newfoundland-236-x,https://www.geocaching.com/geocache/GC2EJXW_newfoundland-236-x,N 48° 27.713,W 053° 21.107,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,31,3
GC2EJY0,Newfoundland 236 Y,newfoundland-236-y,https://www.geocaching.com/geocache/GC2EJY0_newfoundland-236-y,N 48° 29.767,W 053° 21.275,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,25,2
GC2EJY9,Newfoundland 236 Z,newfoundland-236-z,https://www.geocaching.com/geocache/GC2EJY9_newfoundland-236-z,N 48° 30.932,W 053° 20.814,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,27,2
GC2EKBG,CBFGE2010-8 Stagg Lake Cache,cbfge20108-stagg-lake-cache,https://www.geocaching.com/geocache/GC2EKBG_cbfge20108-stagg-lake-cache,N 48° 49.272,W 057° 59.516,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,142,10
GC2F7AQ,Discovery Trail -> The Town of Bonavista,discovery-trail-the-town-of-bonavista,https://www.geocaching.com/geocache/GC2F7AQ_discovery-trail-the-town-of-bonavista,N 48° 39.078,W 053° 06.924,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,18,2
GC2FEN6,Clarenville Tour: Hard Woods,clarenville-tour-hard-woods,https://www.geocaching.com/geocache/GC2FEN6_clarenville-tour-hard-woods,N 48° 10.610,W 053° 58.077,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,75,5
GC2FQ39,Jones Pond Brook,jones-pond-brook,https://www.geocaching.com/geocache/GC2FQ39_jones-pond-brook,N 47° 39.471,W 052° 42.133,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,101,7
GC2FQ3P,Torbay Cave,torbay-cave,https://www.geocaching.com/geocache/GC2FQ3P_torbay-cave,N 47° 39.296,W 052° 41.887,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,148,10
GC2FQM9,Nortons Cove Crib,nortons-cove-crib,https://www.geocaching.com/geocache/GC2FQM9_nortons-cove-crib,N 49° 08.407,W 053° 34.912,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,29,2
GC2FRQV,Dylan's Second Cache,dylans-second-cache,https://www.geocaching.com/geocache/GC2FRQV_dylans-second-cache,N 47° 42.236,W 052° 48.700,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,78,6
GC2G1RG,Excalibur,excalibur,https://www.geocaching.com/geocache/GC2G1RG_excalibur,N 52° 57.443,W 066° 56.986,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,75,5
GC2H0D0,EMPTY LOT,empty-lot,https://www.geocaching.com/geocache/GC2H0D0_empty-lot,N 48° 56.491,W 057° 54.985,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,178,12
GC2H2J7,Keep Your Head in the Game,keep-your-head-in-the-game,https://www.geocaching.com/geocache/GC2H2J7_keep-your-head-in-the-game,N 47° 30.713,W 052° 57.930,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,43,3
GC2J4H2,The Cossit Tower Cache,the-cossit-tower-cache,https://www.geocaching.com/geocache/GC2J4H2_the-cossit-tower-cache,N 48° 56.300,W 057° 59.446,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,36,3
GC2K67K,Explore Newfoundland : Throwing Down A Challenge,explore-newfoundland-throwing-down-a-challenge,https://www.geocaching.com/geocache/GC2K67K_explore-newfoundland-throwing-down-a-challenge,N 48° 15.627,W 054° 05.522,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,2,1
GC2MYRW,Christopher Robin: Just Cuz 2,christopher-robin-just-cuz-2,https://www.geocaching.com/geocache/GC2MYRW_christopher-robin-just-cuz-2,N 47° 30.074,W 052° 44.740,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,57,4
GC2NNKW,Anderson Alley Cache,anderson-alley-cache,https://www.geocaching.com/geocache/GC2NNKW_anderson-alley-cache,N 48° 56.636,W 054° 33.298,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,39,3
GC2PNA7,Hangman#1,hangman1,https://www.geocaching.com/geocache/GC2PNA7_hangman1,N 47° 35.232,W 052° 40.286,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,38,3
GC2PR93,Iced In Island Escape #3,iced-in-island-escape-3,https://www.geocaching.com/geocache/GC2PR93_iced-in-island-escape-3,N 48° 35.306,W 053° 04.895,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2R5DP,The Pits Series #1:Annie Coady Pit,the-pits-series-1annie-coady-pit,https://www.geocaching.com/geocache/GC2R5DP_the-pits-series-1annie-coady-pit,N 47° 35.738,W 059° 09.906,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,120,8
GC2RWVV,The Flying Travelers,the-flying-travelers,https://www.geocaching.com/geocache/GC2RWVV_the-flying-travelers,N 49° 03.656,W 055° 26.621,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,31,3
GC2RZMM,Northside Cache,northside-cache,https://www.geocaching.com/geocache/GC2RZMM_northside-cache,N 48° 39.565,W 053° 45.516,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,92,7
GC2TJ7C,In the Tuckamore - Dans le Tuckamore,in-the-tuckamore-dans-le-tuckamore,https://www.geocaching.com/geocache/GC2TJ7C_in-the-tuckamore-dans-le-tuckamore,N 49° 36.145,W 057° 57.053,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,266,18
GC2TT9H,Such a Small Cave,such-a-small-cave,https://www.geocaching.com/geocache/GC2TT9H_such-a-small-cave,N 47° 35.248,W 052° 40.101,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,66,5
GC2TTA2,Witches Broom ECT,witches-broom-ect,https://www.geocaching.com/geocache/GC2TTA2_witches-broom-ect,N 47° 35.336,W 052° 40.004,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,63,5
GC2V8RF,On Top of Spaghetti,on-top-of-spaghetti,https://www.geocaching.com/geocache/GC2V8RF_on-top-of-spaghetti,N 56° 34.715,W 061° 46.139,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2VDX8,GOOSE BAY AIRPORT TRAVEL BUG/GEOCOIN MOTEL,goose-bay-airport-travel-buggeocoin-motel,https://www.geocaching.com/geocache/GC2VDX8_goose-bay-airport-travel-buggeocoin-motel,N 53° 18.441,W 060° 25.142,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,62,5
GC2VDXK,TLH 500 GEOCOIN /TRAVEL BUG INN,tlh-500-geocoin-travel-bug-inn,https://www.geocaching.com/geocache/GC2VDXK_tlh-500-geocoin-travel-bug-inn,N 53° 17.585,W 060° 22.027,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,56,4
GC2W359,jackies rock,jackies-rock,https://www.geocaching.com/geocache/GC2W359_jackies-rock,N 47° 13.311,W 055° 22.840,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,44,3
GC2WK94,Welcome Grace Sparkes,welcome-grace-sparkes,https://www.geocaching.com/geocache/GC2WK94_welcome-grace-sparkes,N 48° 42.936,W 053° 47.198,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,71,5
GC2WY5V,The Great Newfoundland Badge & Pin Exchange,the-great-newfoundland-badge-pin-exchange,https://www.geocaching.com/geocache/GC2WY5V_the-great-newfoundland-badge-pin-exchange,N 47° 33.454,W 052° 42.212,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,38,3
GC2X4J5,Cache Deposits,cache-deposits,https://www.geocaching.com/geocache/GC2X4J5_cache-deposits,N 47° 30.699,W 052° 49.520,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,102,7
GC2X7J0,a river runs through it,a-river-runs-through-it,https://www.geocaching.com/geocache/GC2X7J0_a-river-runs-through-it,N 47° 39.662,W 053° 15.838,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,32,3
GC2X7JW,Kayakers Kache #4,kayakers-kache-4,https://www.geocaching.com/geocache/GC2X7JW_kayakers-kache-4,N 47° 42.593,W 053° 08.702,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2XCM9,Georges Lake Frog Forest,georges-lake-frog-forest,https://www.geocaching.com/geocache/GC2XCM9_georges-lake-frog-forest,N 48° 44.654,W 058° 09.790,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,26,2
GC2XDQ7,Peep-lo!,peeplo,https://www.geocaching.com/geocache/GC2XDQ7_peeplo,N 47° 49.630,W 059° 19.749,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,102,7
GC2XW6B,Betty Boop does Labrador,betty-boop-does-labrador,https://www.geocaching.com/geocache/GC2XW6B_betty-boop-does-labrador,N 52° 52.321,W 066° 52.224,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,56,4
GC2Y182,Havin' A Time With The Kids,havin-a-time-with-the-kids,https://www.geocaching.com/geocache/GC2Y182_havin-a-time-with-the-kids,N 47° 15.075,W 052° 51.077,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,58,4
GC2YCP7,Georgie Memorial,georgie-memorial,https://www.geocaching.com/geocache/GC2YCP7_georgie-memorial,N 50° 06.727,W 057° 39.931,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,287,20
GC2YE69,River Bank Cache,river-bank-cache,https://www.geocaching.com/geocache/GC2YE69_river-bank-cache,N 47° 31.462,W 052° 57.036,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,177,12
GC2YE6Q,Blue Jay Bridge,blue-jay-bridge,https://www.geocaching.com/geocache/GC2YE6Q_blue-jay-bridge,N 47° 31.394,W 052° 56.939,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,231,16
GC2YGWE,Jacob's Lake Cache,jacobs-lake-cache,https://www.geocaching.com/geocache/GC2YGWE_jacobs-lake-cache,N 47° 26.781,W 052° 45.619,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,37,3
GC2YVYP,On The Road To Cochrane Pond #9,on-the-road-to-cochrane-pond-9,https://www.geocaching.com/geocache/GC2YVYP_on-the-road-to-cochrane-pond-9,N 47° 28.621,W 052° 48.841,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,129,9
GC2YVZN,On The Road To Cochrane Pond #16,on-the-road-to-cochrane-pond-16,https://www.geocaching.com/geocache/GC2YVZN_on-the-road-to-cochrane-pond-16,N 47° 28.235,W 052° 49.824,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,85,6
GC2YZD4,Ship Cove Step to Beach,ship-cove-step-to-beach,https://www.geocaching.com/geocache/GC2YZD4_ship-cove-step-to-beach,N 48° 08.298,W 058° 58.070,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,12,1
GC2Z23V,EGYPTIAN FOUND NEWFOUNDLAND,egyptian-found-newfoundland,https://www.geocaching.com/geocache/GC2Z23V_egyptian-found-newfoundland,N 49° 37.017,W 054° 45.740,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,10,1
GC2Z4D8,Route 436,route-436,https://www.geocaching.com/geocache/GC2Z4D8_route-436,N 51° 26.955,W 055° 38.490,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,106,8
GC2Z831,On The Road To Shoal Bay#1,on-the-road-to-shoal-bay1,https://www.geocaching.com/geocache/GC2Z831_on-the-road-to-shoal-bay1,N 47° 26.164,W 052° 45.532,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,66,5
GC2Z835,On The Road To Shoal Bay#2,on-the-road-to-shoal-bay2,https://www.geocaching.com/geocache/GC2Z835_on-the-road-to-shoal-bay2,N 47° 26.087,W 052° 45.415,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,70,5
GC2Z836,On The Road To Shoal Bay#3,on-the-road-to-shoal-bay3,https://www.geocaching.com/geocache/GC2Z836_on-the-road-to-shoal-bay3,N 47° 26.019,W 052° 45.281,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,78,6
GC2Z83C,On The Road To Shoal Bay#4,on-the-road-to-shoal-bay4,https://www.geocaching.com/geocache/GC2Z83C_on-the-road-to-shoal-bay4,N 47° 25.874,W 052° 45.005,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,76,6
GC2Z83F,On The Road To Shoal Bay#5,on-the-road-to-shoal-bay5,https://www.geocaching.com/geocache/GC2Z83F_on-the-road-to-shoal-bay5,N 47° 25.841,W 052° 44.825,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,55,4
GC2Z83J,On The Road To Shoal Bay#6,on-the-road-to-shoal-bay6,https://www.geocaching.com/geocache/GC2Z83J_on-the-road-to-shoal-bay6,N 47° 25.782,W 052° 44.688,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,58,4
GC2Z83N,On The Road To Shoal Bay#7,on-the-road-to-shoal-bay7,https://www.geocaching.com/geocache/GC2Z83N_on-the-road-to-shoal-bay7,N 47° 25.720,W 052° 44.554,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,55,4
GC2Z83R,On The Road To Shoal Bay#8,on-the-road-to-shoal-bay8,https://www.geocaching.com/geocache/GC2Z83R_on-the-road-to-shoal-bay8,N 47° 25.684,W 052° 44.395,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,57,4
GC2Z83X,On The Road To Shoal Bay#9,on-the-road-to-shoal-bay9,https://www.geocaching.com/geocache/GC2Z83X_on-the-road-to-shoal-bay9,N 47° 25.657,W 052° 44.243,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,51,4
GC2ZE6C,Julia is around the corner,julia-is-around-the-corner,https://www.geocaching.com/geocache/GC2ZE6C_julia-is-around-the-corner,N 47° 29.933,W 053° 00.269,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,37,3
GC2ZE71,"Are You Feeling ""BLUE""?",are-you-feeling-blue,https://www.geocaching.com/geocache/GC2ZE71_are-you-feeling-blue,N 47° 29.497,W 053° 02.115,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,39,3
GC2ZGGX,Just off the Path,just-off-the-path,https://www.geocaching.com/geocache/GC2ZGGX_just-off-the-path,N 48° 28.932,W 058° 15.499,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,43,3
GC2ZTMM,The Moose Garden,the-moose-garden,https://www.geocaching.com/geocache/GC2ZTMM_the-moose-garden,N 51° 25.740,W 055° 51.199,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,90,6
GC2ZZPJ,LOL 2 Cache,lol-2-cache,https://www.geocaching.com/geocache/GC2ZZPJ_lol-2-cache,N 48° 42.874,W 053° 47.645,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,32,3
GC3026M,Visiting Newfoundland,visiting-newfoundland,https://www.geocaching.com/geocache/GC3026M_visiting-newfoundland,N 47° 33.798,W 052° 44.508,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,13,1
GC30392,1st International Geocaching Day in Newfoundland,1st-international-geocaching-day-in-newfoundland,https://www.geocaching.com/geocache/GC30392_1st-international-geocaching-day-in-newfoundland,N 47° 30.265,W 052° 47.712,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,18,2
GC30AKQ,Give me a call.,give-me-a-call,https://www.geocaching.com/geocache/GC30AKQ_give-me-a-call,N 47° 13.355,W 055° 21.765,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,22,2
GC30BGE,Firing on all cylinders?,firing-on-all-cylinders,https://www.geocaching.com/geocache/GC30BGE_firing-on-all-cylinders,N 47° 12.938,W 055° 24.505,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,42,3
GC30BHH,Old Pasture,old-pasture,https://www.geocaching.com/geocache/GC30BHH_old-pasture,N 47° 13.069,W 055° 24.615,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,32,3
GC30BM1,Now that's a tree!,now-thats-a-tree,https://www.geocaching.com/geocache/GC30BM1_now-thats-a-tree,N 47° 09.870,W 055° 09.098,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,22,2
GC30E7H,Pole's Pond Road,poles-pond-road,https://www.geocaching.com/geocache/GC30E7H_poles-pond-road,N 47° 13.393,W 055° 21.641,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,31,3
GC30E8A,Angel's Watching Over You #2,angels-watching-over-you-2,https://www.geocaching.com/geocache/GC30E8A_angels-watching-over-you-2,N 47° 13.050,W 055° 24.448,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,59,4
GC30E8W,ROCKin' cache,rockin-cache,https://www.geocaching.com/geocache/GC30E8W_rockin-cache,N 47° 33.278,W 052° 44.164,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,165,11
GC30H64,Playground Cache 5,playground-cache-5,https://www.geocaching.com/geocache/GC30H64_playground-cache-5,N 48° 57.045,W 055° 37.195,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,10,1
GC30X99,Burnside Bridge Cache,burnside-bridge-cache,https://www.geocaching.com/geocache/GC30X99_burnside-bridge-cache,N 48° 43.148,W 053° 47.598,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,46,4
GC30YVP,Round rocks in Flatrock,round-rocks-in-flatrock,https://www.geocaching.com/geocache/GC30YVP_round-rocks-in-flatrock,N 47° 41.978,W 052° 42.346,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,135,9
GC3118J,Sea-nic #1,seanic-1,https://www.geocaching.com/geocache/GC3118J_seanic-1,N 50° 17.692,W 057° 33.372,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,126,9
GC317MC,The Get Away Cache!,the-get-away-cache,https://www.geocaching.com/geocache/GC317MC_the-get-away-cache,N 47° 26.813,W 053° 24.675,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,78,6
