GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC2E9AQ,Tree Cave,https://www.geocaching.com/geocache/GC2E9AQ_tree-cave,N 40° 07.955,W 083° 06.317,United States,Ohio,Franklin County (OH),33,2,,,
GC2F3BJ,A Miner Bat Cave,https://www.geocaching.com/geocache/GC2F3BJ_a-miner-bat-cave,N 39° 51.774,W 084° 33.421,United States,Ohio,Preble County (OH),136,6,,,
GC2H8RT,fssr morgans cave,https://www.geocaching.com/geocache/GC2H8RT_fssr-morgans-cave,N 40° 15.441,W 081° 12.740,United States,Ohio,Harrison County (OH),3,1,,,
GC2R6AR,Skull Cave Arch,https://www.geocaching.com/geocache/GC2R6AR_skull-cave-arch,N 39° 17.679,W 083° 22.333,United States,Ohio,Ross County (OH),98,4,,,
GC3JMW7,Bat Cave,https://www.geocaching.com/geocache/GC3JMW7_bat-cave,N 39° 17.693,W 083° 22.311,United States,Ohio,Ross County (OH),94,4,,,
GC3JXZH,Cache Cave,https://www.geocaching.com/geocache/GC3JXZH_cache-cave,N 39° 45.226,W 082° 03.532,United States,Ohio,Morgan County (OH),8,1,,,
GC3M0VF,Cache Cave 2,https://www.geocaching.com/geocache/GC3M0VF_cache-cave-2,N 39° 42.854,W 082° 04.309,United States,Ohio,Perry County (OH),3,1,,,
GC3M0W2,Cache Cave 3,https://www.geocaching.com/geocache/GC3M0W2_cache-cave-3,N 39° 46.071,W 082° 03.960,United States,Ohio,Morgan County (OH),3,1,,,
GC3M9RX,Cache Cave 4,https://www.geocaching.com/geocache/GC3M9RX_cache-cave-4,N 39° 45.192,W 082° 04.886,United States,Ohio,Perry County (OH),3,1,,,
GC3MAFK,Cache Cave 5,https://www.geocaching.com/geocache/GC3MAFK_cache-cave-5,N 39° 43.336,W 082° 04.810,United States,Ohio,Perry County (OH),9,1,,,
GC3NEVN,Cache Cave 6,https://www.geocaching.com/geocache/GC3NEVN_cache-cave-6,N 39° 45.863,W 082° 04.395,United States,Ohio,Morgan County (OH),3,1,,,
GC3NJCG,Cache Cave 7,https://www.geocaching.com/geocache/GC3NJCG_cache-cave-7,N 39° 45.866,W 082° 04.214,United States,Ohio,Morgan County (OH),3,1,,,
GC3T5W6,Cave Tree Along The Sandy Trail,https://www.geocaching.com/geocache/GC3T5W6_cave-tree-along-the-sandy-trail,N 39° 45.581,W 084° 39.034,United States,Ohio,Preble County (OH),177,8,,,
GC46JZC,The Man Cave,https://www.geocaching.com/geocache/GC46JZC_the-man-cave,N 41° 34.840,W 083° 53.344,United States,Ohio,Fulton County (OH),273,11,,,
GC4A8X0,Cave Busters Cache,https://www.geocaching.com/geocache/GC4A8X0_cave-busters-cache,N 40° 58.851,W 081° 40.623,United States,Ohio,Wayne County (OH),24,1,,,
GC4C93Q,Batman #1 Bat Cave,https://www.geocaching.com/geocache/GC4C93Q_batman-1-bat-cave,N 39° 38.514,W 084° 15.207,United States,Ohio,Montgomery County (OH),3,1,,,
GC4E3HV,Cave Dweller,https://www.geocaching.com/geocache/GC4E3HV_cave-dweller,N 39° 29.503,W 082° 01.420,United States,Ohio,Morgan County (OH),6,1,,,
GC4EFTD,Peanut Butter Cave,https://www.geocaching.com/geocache/GC4EFTD_peanut-butter-cave,N 41° 04.848,W 080° 41.117,United States,Ohio,Mahoning County (OH),18,1,,,
GC4R0KT,Charleston Cave,https://www.geocaching.com/geocache/GC4R0KT_charleston-cave,N 39° 55.088,W 084° 08.628,United States,Ohio,Miami County (OH),129,6,,,
GC4T4J7,Cave Pearls,https://www.geocaching.com/geocache/GC4T4J7_cave-pearls,N 40° 22.398,W 083° 38.058,United States,Ohio,Logan County (OH),14,1,,,
GC5VQEE,Clan of the Cave Bear,https://www.geocaching.com/geocache/GC5VQEE_clan-of-the-cave-bear,N 41° 30.372,W 083° 44.854,United States,Ohio,Lucas County (OH),86,4,,,
GC61NKV,A Cave For Ants,https://www.geocaching.com/geocache/GC61NKV_a-cave-for-ants,N 40° 05.171,W 083° 05.931,United States,Ohio,Franklin County (OH),47,2,,,
GC6D6K7,Cave Pipe,https://www.geocaching.com/geocache/GC6D6K7_cave-pipe,N 40° 03.774,W 081° 30.116,United States,Ohio,Guernsey County (OH),10,1,,,
GC6HBMC,Geo-Cave,https://www.geocaching.com/geocache/GC6HBMC_geocave,N 41° 29.500,W 081° 35.467,United States,Ohio,Cuyahoga County (OH),26,2,,,
GC7CQM7,The (not so) Colossal Cave (an intercache),https://www.geocaching.com/geocache/GC7CQM7_the-not-so-colossal-cave-an-intercache,N 39° 15.206,W 084° 25.575,United States,Ohio,Hamilton County (OH),37,2,,,
GC7G781,Conglomerate Cave,https://www.geocaching.com/geocache/GC7G781_conglomerate-cave,N 38° 59.233,W 084° 17.496,United States,Ohio,Clermont County (OH),165,7,,,
GC86QTN,SBGT OH: Hocking State Forest Ash Cave Firetower,https://www.geocaching.com/geocache/GC86QTN_sbgt-oh-hocking-state-forest-ash-cave-firetower,N 39° 24.353,W 082° 31.846,United States,Ohio,Hocking County (OH),9,1,,,
GCMTAA,Baird Brothers Mine Tipple Cache,https://www.geocaching.com/geocache/GCMTAA_baird-brothers-mine-tipple-cache,N 39° 26.714,W 082° 13.601,United States,Ohio,Athens County (OH),27,2,,,
GCY397,SWEET CHILD OF MINE,https://www.geocaching.com/geocache/GCY397_sweet-child-of-mine,N 41° 23.045,W 081° 38.204,United States,Ohio,Cuyahoga County (OH),63,3,,,
GC114YY,BIGFOOT Sightings - #7 Strip Mine Area,https://www.geocaching.com/geocache/GC114YY_bigfoot-sightings-7-strip-mine-area,N 38° 36.238,W 082° 41.980,United States,Ohio,Lawrence County (OH),3,1,,,
GC12EF3,"BIGFOOT Sightings - #7A ""Strip Mine Area""",https://www.geocaching.com/geocache/GC12EF3_bigfoot-sightings-7a-strip-mine-area,N 38° 38.780,W 082° 40.245,United States,Ohio,Lawrence County (OH),106,5,,,
GC14DFZ,ANCIENT MINE SITE,https://www.geocaching.com/geocache/GC14DFZ_ancient-mine-site,N 39° 59.300,W 082° 15.740,United States,Ohio,Licking County (OH),140,6,,,
GC1758M,Mine Rescue Training Cache,https://www.geocaching.com/geocache/GC1758M_mine-rescue-training-cache,N 39° 56.336,W 080° 57.809,United States,Ohio,Belmont County (OH),9,1,,,
GC1KDBZ,"... is mine, and I will repay.",https://www.geocaching.com/geocache/GC1KDBZ_-is-mine-and-i-will-repay,N 39° 16.772,W 084° 23.262,United States,Ohio,Hamilton County (OH),25,1,,,
GC1MT83,XO or Valentine B Mine! deal or no deal?,https://www.geocaching.com/geocache/GC1MT83_xo-or-valentine-b-mine-deal-or-no-deal,N 41° 39.608,W 083° 40.991,United States,Ohio,Lucas County (OH),5,1,,,
GC25HKY,Beachwood Mine,https://www.geocaching.com/geocache/GC25HKY_beachwood-mine,N 40° 56.295,W 081° 34.307,United States,Ohio,Summit County (OH),76,4,,,
GC3D6VY,GOLD MINE,https://www.geocaching.com/geocache/GC3D6VY_gold-mine,N 40° 35.900,W 082° 27.613,United States,Ohio,Richland County (OH),128,6,,,
GC3FGF4,4 to find but only 1 is Mine,https://www.geocaching.com/geocache/GC3FGF4_4-to-find-but-only-1-is-mine,N 41° 25.937,W 083° 10.407,United States,Ohio,Sandusky County (OH),37,2,,,
GC3HQZW,45-on-45 #45: Old Mine Cache,https://www.geocaching.com/geocache/GC3HQZW_45on45-45-old-mine-cache,N 40° 37.089,W 080° 38.884,United States,Ohio,Columbiana County (OH),80,4,,,
GC3P59R,Athens County History: Millfield Mine Disaster,https://www.geocaching.com/geocache/GC3P59R_athens-county-history-millfield-mine-disaster,N 39° 25.999,W 082° 04.643,United States,Ohio,Athens County (OH),204,9,,,
GC3QNP6,This little light of mine,https://www.geocaching.com/geocache/GC3QNP6_this-little-light-of-mine,N 39° 42.612,W 084° 15.385,United States,Ohio,Montgomery County (OH),35,2,,,
GC42HEC,BEF Coal Mine,https://www.geocaching.com/geocache/GC42HEC_bef-coal-mine,N 38° 52.999,W 082° 22.060,United States,Ohio,Gallia County (OH),11,1,,,
GC436JM,Make mine a Mayan,https://www.geocaching.com/geocache/GC436JM_make-mine-a-mayan,N 41° 34.978,W 084° 22.352,United States,Ohio,Fulton County (OH),107,5,,,
GC4GREX,Your Pad Or Mine?,https://www.geocaching.com/geocache/GC4GREX_your-pad-or-mine,N 41° 22.580,W 081° 32.937,United States,Ohio,Cuyahoga County (OH),105,5,,,
GC4K9ZD,This little light of mine........,https://www.geocaching.com/geocache/GC4K9ZD_this-little-light-of-mine,N 40° 25.947,W 084° 22.860,United States,Ohio,Auglaize County (OH),72,3,,,
GC5HQ7D,I'll Take Mine with Sprinkles,https://www.geocaching.com/geocache/GC5HQ7D_ill-take-mine-with-sprinkles,N 39° 07.278,W 084° 30.049,United States,Ohio,Hamilton County (OH),19,1,,,
GC64CGB,Patty Mine Road,https://www.geocaching.com/geocache/GC64CGB_patty-mine-road,N 40° 05.422,W 080° 44.317,United States,Ohio,Belmont County (OH),30,2,,,
GC67X5G,World's Greatest Mine Fire,https://www.geocaching.com/geocache/GC67X5G_worlds-greatest-mine-fire,N 39° 35.206,W 082° 13.418,United States,Ohio,Perry County (OH),23,1,,,
GC6FBFK,Don't Mine at Night,https://www.geocaching.com/geocache/GC6FBFK_dont-mine-at-night,N 40° 18.362,W 083° 03.728,United States,Ohio,Delaware County (OH),63,3,,,
GC6V37D,KC Tribute Series: Anything But Mine,https://www.geocaching.com/geocache/GC6V37D_kc-tribute-series-anything-but-mine,N 41° 27.560,W 082° 02.432,United States,Ohio,Lorain County (OH),27,2,,,
GC6ZKVR,"NMVG ""VALENTINE-BE MINE"" MEETING",https://www.geocaching.com/geocache/GC6ZKVR_nmvg-valentinebe-mine-meeting,N 40° 08.938,W 084° 13.374,United States,Ohio,Miami County (OH),9,1,,,
GC7NBHX,Old Pine Cache of Mine,https://www.geocaching.com/geocache/GC7NBHX_old-pine-cache-of-mine,N 39° 57.695,W 082° 47.200,United States,Ohio,Franklin County (OH),39,2,,,
GC1RG2N,This Main Hart of Mine,https://www.geocaching.com/geocache/GC1RG2N_this-main-hart-of-mine,N 37° 58.652,W 082° 08.600,United States,West Virginia,Logan County (WV),15,1,,,
GC1VYD9,"Mine, mine, mine!",https://www.geocaching.com/geocache/GC1VYD9_mine-mine-mine,N 37° 58.847,W 081° 27.452,United States,West Virginia,Kanawha County (WV),4,1,,,
GC2AHA4,Mine all Mine,https://www.geocaching.com/geocache/GC2AHA4_mine-all-mine,N 38° 24.911,W 081° 32.721,United States,West Virginia,Kanawha County (WV),218,9,,,
GC2CJJ6,JoAnne Mine,https://www.geocaching.com/geocache/GC2CJJ6_joanne-mine,N 39° 31.277,W 080° 18.226,United States,West Virginia,Marion County (WV),40,2,,,
GC2EG87,ExploreWV Geocoin Challenge #21 - Coal Mine,https://www.geocaching.com/geocache/GC2EG87_explorewv-geocoin-challenge-21-coal-mine,N 37° 46.943,W 081° 11.796,United States,West Virginia,Raleigh County (WV),426,18,,,
GC3HNJ4,Tin Box Penny Cache #6 - memorial to mine disaster,https://www.geocaching.com/geocache/GC3HNJ4_tin-box-penny-cache-6-memorial-to-mine-disaster,N 37° 46.669,W 081° 15.735,United States,West Virginia,Raleigh County (WV),36,2,,,
GC3XQFZ,"It's Dark As A Dungeon, Way Down In The Mine",https://www.geocaching.com/geocache/GC3XQFZ_its-dark-as-a-dungeon-way-down-in-the-mine,N 37° 58.821,W 081° 32.089,United States,West Virginia,Boone County (WV),23,1,,,
GC4JBFY,MBT #2: Old Mine Road,https://www.geocaching.com/geocache/GC4JBFY_mbt-2-old-mine-road,N 38° 15.255,W 080° 52.297,United States,West Virginia,Nicholas County (WV),43,2,,,
GC4N1N0,Coal Mine Disasters,https://www.geocaching.com/geocache/GC4N1N0_coal-mine-disasters,N 37° 50.095,W 082° 24.304,United States,West Virginia,Mingo County (WV),85,4,,,
GC6P46T,Coal mine cache,https://www.geocaching.com/geocache/GC6P46T_coal-mine-cache,N 39° 56.369,W 080° 43.520,United States,West Virginia,Marshall County (WV),7,1,,,
GC76AE2,Escape The Mine,https://www.geocaching.com/geocache/GC76AE2_escape-the-mine,N 38° 52.913,W 080° 06.846,United States,West Virginia,Upshur County (WV),12,1,,,
GC795N7,What a Cache - Elk River (Mine Road),https://www.geocaching.com/geocache/GC795N7_what-a-cache-elk-river-mine-road,N 38° 23.416,W 080° 07.766,United States,West Virginia,Pocahontas County (WV),5,1,,,
GC7AR8R,Paint Creek Mine Wars Cache,https://www.geocaching.com/geocache/GC7AR8R_paint-creek-mine-wars-cache,N 38° 11.417,W 081° 23.378,United States,West Virginia,Kanawha County (WV),10,1,,,
GC4169,Cave Rock Cache (formerly ButterRock),https://www.geocaching.com/geocache/GC4169_cave-rock-cache-formerly-butterrock,N 39° 40.257,W 079° 55.851,United States,West Virginia,Monongalia County (WV),157,7,,,
GCPB59,Clan of the Cave Bear,https://www.geocaching.com/geocache/GCPB59_clan-of-the-cave-bear,N 39° 31.489,W 079° 34.056,United States,West Virginia,Preston County (WV),103,5,,,
GCZ49Q,Turkey Gobbler Cave,https://www.geocaching.com/geocache/GCZ49Q_turkey-gobbler-cave,N 40° 04.364,W 080° 42.598,United States,West Virginia,Ohio County (WV),58,3,,,
GCZD58,LEWIS WETZEL'S CAVE,https://www.geocaching.com/geocache/GCZD58_lewis-wetzels-cave,N 40° 04.385,W 080° 42.623,United States,West Virginia,Ohio County (WV),138,6,,,
GC12KDN,Lake Cave Cache,https://www.geocaching.com/geocache/GC12KDN_lake-cave-cache,N 37° 19.900,W 081° 09.918,United States,West Virginia,Mercer County (WV),88,4,,,
GC144AD,Cave Cache,https://www.geocaching.com/geocache/GC144AD_cave-cache,N 38° 45.559,W 081° 50.092,United States,West Virginia,Mason County (WV),55,3,,,
GC1K98D,Bear Cave,https://www.geocaching.com/geocache/GC1K98D_bear-cave,N 37° 27.881,W 081° 22.701,United States,West Virginia,Wyoming County (WV),1,1,,,
GC1MRWV,Captian cave mans guide to the middle of nowhere,https://www.geocaching.com/geocache/GC1MRWV_captian-cave-mans-guide-to-the-middle-of-nowhere,N 38° 13.485,W 082° 06.951,United States,West Virginia,Lincoln County (WV),20,1,,,
GC1VR12,Miller Mountain Cave,https://www.geocaching.com/geocache/GC1VR12_miller-mountain-cave,N 38° 29.679,W 080° 25.151,United States,West Virginia,Webster County (WV),56,3,,,
GC1XM35,Blue Meadows Cave,https://www.geocaching.com/geocache/GC1XM35_blue-meadows-cave,N 39° 29.725,W 078° 34.988,United States,West Virginia,Hampshire County (WV),1,1,,,
GC202TP,Ivy Cave,https://www.geocaching.com/geocache/GC202TP_ivy-cave,N 38° 11.101,W 081° 52.821,United States,West Virginia,Lincoln County (WV),40,2,,,
GC24K39,Mud River Cave,https://www.geocaching.com/geocache/GC24K39_mud-river-cave,N 38° 09.278,W 082° 02.309,United States,West Virginia,Lincoln County (WV),7,1,,,
GC278R7,Organ Cave,https://www.geocaching.com/geocache/GC278R7_organ-cave,N 37° 43.091,W 080° 26.221,United States,West Virginia,Greenbrier County (WV),112,5,,,
GC2JXT1,Under the cave!,https://www.geocaching.com/geocache/GC2JXT1_under-the-cave,N 38° 46.643,W 080° 20.705,United States,West Virginia,Upshur County (WV),45,2,,,
GC2T6PK,Gods country cave,https://www.geocaching.com/geocache/GC2T6PK_gods-country-cave,N 38° 11.977,W 081° 52.381,United States,West Virginia,Lincoln County (WV),12,1,,,
GC2W9E5,Captain cave man takes weeman on the big adventure,https://www.geocaching.com/geocache/GC2W9E5_captain-cave-man-takes-weeman-on-the-big-adventure,N 37° 58.620,W 082° 14.672,United States,West Virginia,Lincoln County (WV),6,1,,,
GC38RYQ,So easy a cave man could do it.,https://www.geocaching.com/geocache/GC38RYQ_so-easy-a-cave-man-could-do-it,N 38° 22.080,W 081° 38.790,United States,West Virginia,Kanawha County (WV),17,1,,,
GC3FDFV,oriskany cave,https://www.geocaching.com/geocache/GC3FDFV_oriskany-cave,N 39° 16.030,W 078° 32.532,United States,West Virginia,Hampshire County (WV),20,1,,,
GC4K76E,"It's A Cave, Man!",https://www.geocaching.com/geocache/GC4K76E_its-a-cave-man,N 39° 02.554,W 080° 03.743,United States,West Virginia,Barbour County (WV),18,1,,,
GC5186T,Tree Cave,https://www.geocaching.com/geocache/GC5186T_tree-cave,N 38° 32.603,W 081° 56.075,United States,West Virginia,Putnam County (WV),111,5,,,
GC56JTN,Cave Man,https://www.geocaching.com/geocache/GC56JTN_cave-man,N 38° 03.398,W 082° 10.042,United States,West Virginia,Lincoln County (WV),5,1,,,
GC6ZP4H,Abbagoochie lost in Rock Cave,https://www.geocaching.com/geocache/GC6ZP4H_abbagoochie-lost-in-rock-cave,N 38° 50.411,W 080° 20.346,United States,West Virginia,Upshur County (WV),6,1,,,
GC8AXVW,The Abbagoochie lost in Rock Cave 2.0,https://www.geocaching.com/geocache/GC8AXVW_the-abbagoochie-lost-in-rock-cave-20,N 38° 50.428,W 080° 20.322,United States,West Virginia,Upshur County (WV),1,1,,,
GC2BAF,The Cave,https://www.geocaching.com/geocache/GC2BAF_the-cave,N 37° 14.114,W 076° 30.306,United States,Virginia,York County (VA),1781,72,,,
GC49E3,Viking Treasure Cave,https://www.geocaching.com/geocache/GC49E3_viking-treasure-cave,N 38° 31.575,W 078° 25.281,United States,Virginia,Madison County (VA),301,13,,,
GCB54B,THE CAVE,https://www.geocaching.com/geocache/GCB54B_the-cave,N 36° 51.551,W 081° 31.052,United States,Virginia,Smyth County (VA),27,2,,,
GCGEWZ,Cave Springs Cache,https://www.geocaching.com/geocache/GCGEWZ_cave-springs-cache,N 36° 48.230,W 082° 55.380,United States,Virginia,Lee County (VA),27,2,,,
GCJTAT,Cave Hill,https://www.geocaching.com/geocache/GCJTAT_cave-hill,N 38° 15.327,W 078° 50.062,United States,Virginia,Augusta County (VA),186,8,,,
GCK8AZ,Bat Cave,https://www.geocaching.com/geocache/GCK8AZ_bat-cave,N 36° 54.318,W 076° 26.523,United States,Virginia,Suffolk city (VA),292,12,,,
GCTQCP,CAVE MAN 132,https://www.geocaching.com/geocache/GCTQCP_cave-man-132,N 37° 19.177,W 077° 21.195,United States,Virginia,Chesterfield County (VA),210,9,,,
GCW9GV,Weyers Cave #1,https://www.geocaching.com/geocache/GCW9GV_weyers-cave-1,N 38° 17.137,W 078° 54.372,United States,Virginia,Augusta County (VA),286,12,,,
GC13FA2,Creeper Cave,https://www.geocaching.com/geocache/GC13FA2_creeper-cave,N 36° 39.787,W 081° 54.513,United States,Virginia,Washington County (VA),89,4,,,
GC19V5D,VPG: Wheers Cave,https://www.geocaching.com/geocache/GC19V5D_vpg-wheers-cave,N 38° 17.164,W 078° 54.494,United States,Virginia,Augusta County (VA),281,12,,,
GC1BE9J,Welcome to Cave Springs,https://www.geocaching.com/geocache/GC1BE9J_welcome-to-cave-springs,N 36° 47.780,W 082° 55.345,United States,Virginia,Lee County (VA),11,1,,,
GC1DAP6,Nellie's cave park micro,https://www.geocaching.com/geocache/GC1DAP6_nellies-cave-park-micro,N 37° 12.542,W 080° 23.498,United States,Virginia,Montgomery County (VA),15,1,,,
GC1G1AR,Above New river cave,https://www.geocaching.com/geocache/GC1G1AR_above-new-river-cave,N 37° 16.114,W 080° 36.011,United States,Virginia,Giles County (VA),10,1,,,
GC1K27B,Cave ?,https://www.geocaching.com/geocache/GC1K27B_cave-,N 36° 53.911,W 082° 42.106,United States,Virginia,Wise County (VA),85,4,,,
GC1NPAR,Big Boy Cave,https://www.geocaching.com/geocache/GC1NPAR_big-boy-cave,N 36° 53.663,W 082° 07.899,United States,Virginia,Russell County (VA),26,2,,,
GC1NPB1,Big T Cave cache,https://www.geocaching.com/geocache/GC1NPB1_big-t-cave-cache,N 36° 53.508,W 082° 08.176,United States,Virginia,Russell County (VA),29,2,,,
GC1TH6W,Bundy Cave,https://www.geocaching.com/geocache/GC1TH6W_bundy-cave,N 36° 53.640,W 082° 07.947,United States,Virginia,Russell County (VA),12,1,,,
GC1WEW0,Keyhole Cave,https://www.geocaching.com/geocache/GC1WEW0_keyhole-cave,N 36° 53.487,W 082° 08.104,United States,Virginia,Russell County (VA),25,1,,,
GC1WM41,"Gap Cave, ""Cujo's Cave""",https://www.geocaching.com/geocache/GC1WM41_gap-cave-cujos-cave,N 36° 36.169,W 083° 40.020,United States,Virginia,Lee County (VA),37,2,,,
GC1WYJQ,Skylight Cave,https://www.geocaching.com/geocache/GC1WYJQ_skylight-cave,N 36° 36.949,W 083° 38.624,United States,Virginia,Lee County (VA),30,2,,,
GC1X32J,Gap Cave Creek (Daniel Boone rested here),https://www.geocaching.com/geocache/GC1X32J_gap-cave-creek-daniel-boone-rested-here,N 36° 36.140,W 083° 40.047,United States,Virginia,Lee County (VA),32,2,,,
GC1X71W,Wolf Cave,https://www.geocaching.com/geocache/GC1X71W_wolf-cave,N 36° 42.801,W 081° 58.117,United States,Virginia,Washington County (VA),165,7,,,
GC1YF1P,Cave Springs,https://www.geocaching.com/geocache/GC1YF1P_cave-springs,N 36° 48.187,W 082° 55.297,United States,Virginia,Lee County (VA),7,1,,,
GC22MFJ,Riley's Cave Cache,https://www.geocaching.com/geocache/GC22MFJ_rileys-cave-cache,N 38° 48.033,W 077° 18.937,United States,Virginia,Fairfax County (VA),69,3,,,
GC273MR,Cave Spring Rocks!,https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks,N 37° 13.655,W 080° 00.783,United States,Virginia,Roanoke County (VA),106,5,,,
GC282RF,Welcome to Cave Spring,https://www.geocaching.com/geocache/GC282RF_welcome-to-cave-spring,N 37° 13.872,W 080° 00.429,United States,Virginia,Roanoke County (VA),239,10,,,
